,Text,Speaker
20919," In this life, Phoebe.",ross
20920," Oh, this life! Oh okay no, Chandler's is worse.",phoebe
20921," Man, it must be so cool remembering stuff like that! I don't have any past life memories.",joey
20922, Of course you don't sweetie. You're brand new.,phoebe
20923, I know Monica's worst Thanksgiving.,rachel
20924," Oh, let's not tell this story.",monica
20925," Oh no, I know! I know! It's the one where Joey got Monica's turkey stuck on his head!",phoebe
20926, What?! Joey got a turkey stuck on his head?!,rachel
20927," Hey, it's not like it sounds.",joey
20928, It's exactly like it sounds.,chandler
20929,  Hello?,joey
20930,  Hello?,phoebe
20931, Phoebe?,joey
20932, Joey? What's going on?,phoebe
20933, Look. ,joey
20934, Oh my God!,phoebe
20935, I know! It's stuck!!!,joey
20936,  Easy. Step. How did it get on?,phoebe
20937, I put it on to scare Chandler!,joey
20938, Oh my God! Monica's gonna totally freak out!,phoebe
20939," Well then help me get it off! Plus, it smells really bad in here.",joey
20940," Well, of course it smells really bad. You have your head up a dead animal.",phoebe
20941,  Hey!,monica
20942, Hey!,phoebe
20943," Hey, did you get the turkey basted—Oh my God! Oh my God!  Who is that?",monica
20944, It's Joey.,joey
20945, What-what are you doing? Is this supposed to be funny?,monica
20946," No, it's not supposed to be funny, it's supposed to be scary.",phoebe
20947," Well, get it off now!",monica
20948, I can't! It-it's stuck!,joey
20949," Well, I don't care! That-that turkey has to feed 20 people at my parent's house and they're not gonna eat it off your head!",monica
20950," All right, hold on! Okay, let's just all think.",phoebe
20951," Okay, I got it. Phoebe? All right, you pull. I'm gonna spread the legs as wide as I can.  Joey? Now is not the time!",monica
20952, Sorry! Sorry.,joey
20953," Okay, count to three. 1. 2. 3!",monica
20954, Arghhhhhh!! ,chandler
20955,"  It worked! I scared ya, I knew it! Ha-ha!",joey
20956, I'm over here big guy.,chandler
20957,"  Yeah, you are!  I scared you!",joey
20958,  You did look like an idiot.,chandler
20959," Hey, I wasn't the only one who looked like an idiot. All right? Remember when Ross tried to say, ""Butternut squash?"" And it came out, ""Squatternut buash?""",joey
20960, Yeah that's the same.,ross
20961, That's it. That's my worse Thanksgiving.,monica
20962, Oh wait! That can't be the one Rachel's talking about. She didn't even know that happened. So which one was it?,phoebe
20963," Umm, I-I really don't want to tell this story.",monica
20964," Oh, come on Monica, reliving past pain and getting depressed is what Thanksgiving is all about. Y'know, for me anyway. And of course, the Indians.",chandler
20965," Look umm, of all people, you do not want me to tell this story!",monica
20966, I'll get it!  Happy Thanksgiving!,monica
20967,  Hey!,ross
20968," Uh, everyone, this is Chandler! My roommate and lead singer of our band!",ross
20969," Oh, this is Monica.",ross
20970,  Okay.,chandler
20971," Oh, mom. Mom. Chandler hates Thanksgiving and doesn't eat any Thanksgiving food.",ross
20972," Well, as long as the pilgrims didn't eat it, I'm in.",chandler
20973," So uh, Rach? Does it, does it feel weird around here now? Y'know since I've been away at college.",ross
20974," Well, that's cool. So did… ",ross
20975," Umm, I'm sorry Judy, I couldn't find that bowl that you and Jack were looking for.",ross
20976,  Monica!,ross
20977," Oh yeah, it was great. You should be a chef.",chandler
20978, So I’m thinking about asking Rachel out tonight. Y'know maybe play her that song we wrote last week.,ross
20979, Emotional Knapsack?,chandler
20980, Yeah.,ross
20981," Right on! Oh! Uh, but, don’t take to long okay? 'Cause uh, we're gonna test out our fake ID's tonight, right Clifford Alverez.",chandler
20982," Listen, Roland Chang, if things go well, I’m gonna be out with her all night.",ross
20983," Dude, don't do that too me!",chandler
20984," All right, it's cool you can stay here. My parents won't mind.",ross
20985," No, it's not that, I just don't want to be stuck here all night with your fat sister.",chandler
20986, Hey!,ross
20987, I called you fat?! I don't even remember that!,chandler
20988," Well, I do.",monica
20989, I am so sorry. I really am. I was an idiot back then. I rushed the stage at a Wham concert for crying out loud!,chandler
20990," Oh, I can't believe you called her fat.",phoebe
20991, I can't believe you let George Michael slap you.,ross
20992," I am really sorry. That is so terrible. I am so, so sorry.",chandler
20993," Actually, y'know that's not the Thanksgiving I was talking about.",rachel
20994," Yes, it was!",monica
20995," No, it wasn't. It was actually the…",rachel
20996,"  Okay, now Thanksgiving's over, let's get ready for Christmas. Who wants to go get a Christmas tree?!",monica
20997," Oh, no, I have the cutest Christmas story!",phoebe
20998, We wanna hear Monica's Thanksgiving story!,chandler
20999," Fine, all right, mine had a dwarf that got broke in half, but y'know whatever.",phoebe
21000," Oh, yeah, I had too. There was never any parking by the Psychology building.",rachel
21001, Oh hi!,rachel
21002," No, God! Please, let me! ",rachel
21003, Hey!,rachel
21004, Hey.  Happy Thanksgiving!,ross
21005," Yeah, we were just talking about that. I can't believe how stupid we used to look. ",chandler
21006," So uh, where's Monica?",ross
21007," Hi, Chandler.",monica
21008, Oh my God!,chandler
21009," What-what's the matter? Is there, is there something on my dress? ",monica
21010," You just, you look so different! Terrific! That dress! That body!",chandler
21011, Dude!,ross
21012, Sorry!,chandler
21013," Oh mom! Okay, umm, her name is Carol. And she's really pretty. And smart. And uh, she's-she's on the lacrosse team and the golf team. Can you believe it? She plays for both teams!",ross
21014," So Chandler, I guess I'll see you at dinner.",monica
21015, Sorry.,chandler
21016,"  Oh-ho, my God! That was so awesome! You totally got him back for calling you fat! He was just drooling all over you. That must've felt so great!",rachel
21017, Well it didn't!,monica
21018, What?!,rachel
21019," Yeah, I mean yeah, I look great. Yeah, I feel great and yeah, my heart is not in trouble anymore! Blah, blah, blah! Y'know I still don't feel like I got him back, y'know? I just want to humiliate him. I wanna, I want him to be like naked and then I'm going to point at him and laugh!",monica
21020," Okay, that we may be able to do.",rachel
21021, How?,monica
21022, Well guys tend to get naked before they're gonna have s*x.,rachel
21023," What?! I mean, I didn't work this hard and-and-and lose all this weight so that I can give my flower to someone like him!",monica
21024," Okay, first of all, if you keep calling it that, no one's gonna ever take it. Then, second of all you're not actually gonna have s*x with him! You're just gonna make him think that you are.",rachel
21025, Yeah.,monica
21026, Yeah.,rachel
21027, And when he's naked I can throw him out in the front yard and lock the door and all the neighbors will just humiliate him!,monica
21028," Then, you will definitely get him back!",rachel
21029," Okay, so how do I make him think I wanna have s*x with him?",monica
21030," Okay, oh, here's what you do. Just act like everything around you turns you on.",rachel
21031, What do you mean?,monica
21032," Well, like anything can be sexy. Like umm, oh-oh, like this dishtowel!  Ooh, ooh, this feels sooo good against my cheek! And-and if I feel a little hot, I can just dab myself with it. Or I can bring it down to my side and bring it through my fingers while I talk to him.",rachel
21033,  I can do that!,monica
21034," Yeah? Okay! Good, good, because he's coming. He's coming.  Hey, what's up? ",rachel
21035," Monica, I was wondering if you can make me some of that righteous mac and cheese like last year.",chandler
21036," Umm, I'd love too!  Ooh, I love macaroni and cheese. I love-I love the way this box feels against my cheek.",monica
21037, Okay.,chandler
21038," Boy, I love carrots! Oh!  Sometimes I like to put them between my fingers like this and-and hold them down here while I talk to you.  Umm, and-and-and y'know if I get really hot umm, I-I like to pick up this knife  and-and umm, I-I put the cold steal against umm,  my body. ",monica
21039, Are you all right?,chandler
21040," Oh yeah, of course. I'm fine it's just that—",monica
21041," Can you please not do that feet first? You know where his injury is! Severed toe, you just said it!",ross
21042," Oh yes! I have it right here, on ice! ",monica
21043, What?! What is it?,monica
21044, What?,chandler
21045, You brought a carrot?!,rachel
21046," God, I'm sorry! I'll go back and get it!",monica
21047, Without my toe?! I need my toe!,chandler
21048," Wait, no-no-no, I can go really fast! Dad, give me the keys to your Porsche!",monica
21049, That's why I lost my toe?! Because I called you fat?!,chandler
21050, I didn't mean to cut it off. It was an accident.,monica
21051, That's why for an entire year people called me Sir Limps-A-Lot?!,chandler
21052, I'm sorry! It wasn't your whole toe!,monica
21053," Yeah, well, I miss the tip! It's the best part. It has the nail. ",chandler
21054, Chandler! ,monica
21055,"  Sir Limps-A-Lot, I came up with that.",ross
21056, You're a dork.,joey
21057, I can't believe this.,chandler
21058," Chandler, I said I was sorry.",monica
21059," Yeah, well, sorry doesn’t bring back the little piggy that cried all the way home! I hate this stupid day! And everything about it! I'll see you later.",chandler
21060," Oh wait, Chandler, come here is there anything I can do? Anything?",monica
21061," Yeah, just leave me alone for a while. ",chandler
21062," Oh-oh, I'm a duck! I go, ""Quack, quack!"" I’m happy all the time!",chandler
21063, Nice try.,chandler
21064," Wait, wait, wait! ",monica
21065," Look, Monica…",chandler
21066, Look! ,monica
21067, This is not going to work.,chandler
21068, I bet this will work! ,monica
21069, You are so great! I love you!,chandler
21070, What?,monica
21071," Nothing! I said, I said ""You're so great"" and then I just, I just stopped talking!",chandler
21072, You said you loved me! I can't believe this!,monica
21073, No I didn't!,chandler
21074," Yes, you did!",monica
21075, No I didn't!,chandler
21076, You love me!,monica
21077, No I don't! Stop it! Stop it! Stop it! Stop it!,chandler
21078, What am I sitting on?,phoebe
21079, Top of the world? Dock of the bay?  I'm out.,chandler
21080,  Ew-eww!! Undies!,phoebe
21081, All right! Who's are they? Who's are they?,rachel
21082," Well, they're not mine!",ross
21083," Well, they're Joey's! They gotta be Joey's!",chandler
21084," Yeah, they're mine.",joey
21085, See? They're Joey's! J-J-J-J-J-Joey's!,chandler
21086, Why are they here?,ross
21087," I don't know uhh…  Well, I'm Joey. Yeah, I'm disgusting, I take my underwear off in other people's homes.",joey
21088," Well, get 'em out of here! What's wrong with you?",rachel
21089, Yeah!,chandler
21090, Yeah!,monica
21091,"  Take 'em!  Joey, you can touch them! They're your underwear.",rachel
21092,  Chandler? A word.,joey
21093," That's it! I'm tired of covering for you two! This has got to stop!  Ahh!  And tighty-whiteys! What are you, 8?",joey
21094,"  Thank you Joey, thank you so much!",monica
21095," Oh hey, no, you're not welcome. Okay, look, I hate this! You guys keep embarrassing me!  Yesterday, Rachel found your razor in our bathroom and I didn't know what to say, so I said it was mine and-and that I was playing a woman in a play. And one thing led to another and ",joey
21096,"  Wow! And around the ankles, y'know that is a tough spot.",monica
21097," Yeah, it was! All right, listen, I can't…",joey
21098,  All this lying has been hard on us too.,chandler
21099," Oh-oh, yeah-yeah, I bet all the s*x makes it easier!",joey
21100," Well, yeah actually.",chandler
21101," We'll try to be more careful okay? It's just that, we don't want everyone to know because this is going really well, and maybe the reason it's going really well is because it's a secret.",monica
21102," I know it sounds really weird, but we're just so bad at relationships.",chandler
21103, We are! Help us!,monica
21104, Help!,chandler
21105," All right! But,  you do it with me once.",joey
21106, Joey!,monica
21107, Didn't think so.,joey
21108," Hey, Phoebe!",monica
21109," Hi, Pheebs!",chandler
21110," Hey, Pheebs!",rachel
21111," Hey, Pheebs!",joey
21112, What are you reading?,rachel
21113," Umm, Wethering Heights. I'm taking a literature class at the New School and I have to finish it for the first session tomorrow.",phoebe
21114, I didn't know you were taking a class. That is so cool.,chandler
21115," Yeah! Well, I really liked that Lamaze class I took! Y'know and this time I thought I'd go for something, y'know a little more intellectual, with a less painful final exam.",phoebe
21116, Honey that sounds like fun.,rachel
21117," Yeah! Ooh, you should come with me! Oh yeah, then I'd have someone to sit with!",phoebe
21118, Okay.,rachel
21119," Yeah! Okay—ooh, but are you going to have time to read it?",phoebe
21120," Oh, I read that in high school.",rachel
21121," This is going to be so much fun! Okay-shhh, I have to finish.",phoebe
21122,  Hi.,ross
21123, What's wrong buddy?,joey
21124, Someone at work ate my sandwich!,ross
21125," Well, what did the police say?",chandler
21126, My Thanksgiving leftover sandwich. I can't believe someone ate it!,ross
21127," Ross, it's just a sandwich!",chandler
21128," Just a sandwich? Look, I am 30 years old, I'm about to be divorced twice and I just got evicted! That sandwich was the only good thing going on in my life! Someone ate the only good thing going on in my life!",ross
21129," Okay, look, I-I have enough stuff for one more sandwich, I mean I was going to eat it myself, but ",monica
21130,"  That-that would be incredible. Thank you so much. I-I still can't believe someone ate it!! I mean, look, I left a note and everything.",ross
21131,"  Knock-knock. Who's there? Ross Geller's lunch. Ross Geller's lunch, who? Ross Geller's lunch, please don't take me. Okay?",chandler
21132, I'm surprised you didn't go home wearing your lunch.,joey
21133," Okay, look you wanna hold onto your food? You gotta scare people off. I learned that living on the street.",phoebe
21134," Really?! So what would you say Pheebs? Stuff like uh, ""Keep your mitts off my grub?""",ross
21135," Say Ross, when you picture Phoebe living on the street, is she surrounded by the entire cast of Annie?",chandler
21136," Okay, this will keep them away from your stuff. ",phoebe
21137," Phoebe, you are a bad ass!",monica
21138," Someday I'll, tell you about the time I stabbed the cop.",phoebe
21139, Phoebe?,monica
21140," Well, he stabbed me first!!",phoebe
21141,"  Sorry I'm late, but I left late.",rachel
21142, Okay.,phoebe
21143," So Pheebs, what is the book about?",rachel
21144, I thought you said you read it in high school.,phoebe
21145," Well yeah, but then I remembered I started it and there was this pep rally and I was, I was on top of the pyramid but anyway—umm, what is this book about?",rachel
21146," Okay, umm, it's this tragic love story between Cathy and Heathcliff and umm, it takes place on like these really creepy mores in England. Which I think represents the wildness of Heathcliff's character. I totally get symbolism.",phoebe
21147," Umm, well I would have to say that it's a, it's tragic love story.",rachel
21148," Oh-oh-oh, symbolism! And uh, the-the uh, wildness of the mores, which I think is-is mirrored in the wildness of Heathcliff's character.",rachel
21149,  You completely stole my answer!,phoebe
21150," Well, honey that was pretty obvious.",rachel
21151, Well how would you know?! You didn't even read it!,phoebe
21152," I think that uh, yours is a question with many answers.",phoebe
21153, Would you care to venture one?,phoebe
21154, Are you just repeating what I'm saying?,phoebe
21155, Okay then.,phoebe
21156, Yeah but why didn't you just say that you didn't read the book?!,phoebe
21157," Be-because I didn't want him to think I was stupid! I mean, that was really embarrassing what happened to you!",rachel
21158,  Phoebe!,ross
21159, Yeah?,phoebe
21160," Phoebe! You're note, amazing! Not only did no one touch my sandwich, but people at work are actually afraid of me. Yeah, a guy called me mental! Mental Geller, yeah, I always wanted a cool nickname like that.",ross
21161," Yeah, the best you got in high school was Wet Pants Geller.",monica
21162," That was the water fountain! Okay?! Anyway, people are writing reports for me, uh pushing back deadlines to meet my schedule, I'm telling you, you get tough with people you can get anything you want.  Hey Tribbiani, give me that coffee! Now!",ross
21163," So you uh, still wondering?",joey
21164, You're smart. I like that.,joey
21165," Oh no-no-no-no, wait-wait-wait!!",joey
21166, Hiya.,joey
21167," Joey, is what she just said umm—Oh my God.  You were actually gonna…  ",rachel
21168, What is going on here?,chandler
21169," And with Chandler in the next room. What are you, what are you sick?",rachel
21170," I'm Joey. I mean, I'm disgusting. I make low-budget adult films. ",joey
21171," You guys promised you'd be more careful! I mean, come on! The good Joey name is being dragged through the mud here!",joey
21172, We're so sorry.,monica
21173, Yeah.,chandler
21174," Well, I'm telling everyone about you! That's the only way to explain the underwear and the video camera that doesn't make me look like a pig!",joey
21175," No-no, wait! There's got to be a better explanation. You can tell them you had to make an adult film for your  adult film class.",chandler
21176," Yeah, I like that. But no-no, how does that explain why Rachel found my underwear at your place?",joey
21177, Oh—I don't know.,chandler
21178," Well, get ready to come out of the non-gay closet!",joey
21179," Okay, just wait, please. I promise we'll come up with something. Just give us a little more time.",monica
21180," All right. Hey, but it better make me look really, really good.  Oh, and another thing, the video camera? Nice!!",joey
21181," Yeah, of course, Donald.",ross
21182, What?!,ross
21183,  Yeah.,ross
21184," Oh no, you-you don't understand. Ugh, this is so silly. Umm, this is all because of a sandwich.",ross
21185," Yeah. You see my-my sister makes these amazing turkey sandwiches. Her secret is, she puts a, an extra slice of gravy soaked bread in the middle; I call it the Moist Maker. Anyway, I-I put my sandwich in the fridge over here…",ross
21186, What?,ross
21187, You ate my sandwich?,ross
21188,  Oh-oh really? Did you confuse it with your own turkey sandwich with a Moist Maker?,ross
21189, Do you perhaps seeing a note on top of it?,ross
21190,  That said it was my sandwich?!,ross
21191,  What?,ross
21192, You-you-you-you  threw my sandwich away!,ross
21193,  MY SANDWICH?!!!,ross
21194, MY SANDWICH!!!!!! ,ross
21195, Hi!,rachel
21196, Hi!,phoebe
21197,"  So umm, what's this book about?",rachel
21198, You didn't read this one either?!,phoebe
21199," Well, I was gonna, but I accidentally read something else.",rachel
21200, What?,phoebe
21201," Vogue! Hey, so tell me about this Jane Eyre woman.",rachel
21202, No! You should've read it yourself!,phoebe
21203, Come on Phoebe! Don’t be such a goodie-goodie!,rachel
21204," Fine! Okay, all right, so Jane Eyre, first of all, you'd think she's a woman, but she's not. She's a cyborg.",phoebe
21205, A cyborg?! Isn't that like a robot?!,rachel
21206," Yeah, this book was light years ahead of its time.",phoebe
21207," Umm, Rachel and I were just discussing it and she had some very interesting insights.",phoebe
21208," Uh, thank you Phoebe. Umm, well, what struck me most when reading Jane Eyre was uh, how the book was so ahead of its time.",rachel
21209," Yeah, well, feminism yes, but also the robots.",rachel
21210, Hey.,chandler
21211," Hey. Okay, so umm, since that video camera thing didn't work out uh, I thought that I would give you just a little preview. ",monica
21212,  You're naked in this picture!,chandler
21213, I know.,monica
21214, Ross?,chandler
21215,  Hey Chandler.  Monica!,ross
21216," Ross, are you okay?",monica
21217, I'm fine! I saw a psychiatrist at work today.,ross
21218, Why?!,monica
21219, On account of my rage.,ross
21220," Which I may say, right now, is out of control.",chandler
21221, He gave me a pill for it.,ross
21222, A pill?,monica
21223," Uh-huh. Well, when the psychiatrist told me I had to take a leave of absence because I yelled at my boss I started to get worked up again, so he offered me a tranquilizer. And I thought was a good idea so, I took it.",ross
21224," Wait a minute, they're making you take time off work?",monica
21225, And you're okay with that?,chandler
21226," I don't know. It's going to be weird not having a job for a while, but I, I definitely don't care about my sandwich.",ross
21227,"  Ugh, that was so embarrassing! I can't believe you let me go on and on like that!",rachel
21228,  I'm sorry. It was just so funny when you started comparing Jane Eyre to Robocop.,phoebe
21229, That was not funny!,rachel
21230," Well, I snapped! Okay? You weren't taking the class seriously.",phoebe
21231," Phoebe, come on! What is the big deal? I thought this was going to be something we could do together! Y'know, I thought it would be fun!",rachel
21232," Well, yeah! Fun is good, but y'know I also wanted to learn. Y'know, people are always talking about what they learned in high school and I never went to high school.",phoebe
21233," Ohh. Oh, so you really wanted to learn. Yeah, y'know, Pheebs I just wanted to have fun. Ohh, you know who you should go with?",rachel
21234,  I know! I know! I know!,monica
21235,  Oh my God! That's Monica!!,rachel
21236, Oh no-no-no! No-no-no-no-no-no-no!,joey
21237," You get away from me!! You sick, sick, sick, sick-o!!",rachel
21238,  What's going on?,ross
21239, Joey has got a secret peephole!,rachel
21240,  Oh no! No! No! No! ,chandler
21241, Yes! He has a naked picture of Monica! He takes naked pictures of us! And then he eats chicken and looks at them!,rachel
21242, Look! ,rachel
21243,  Dude! That's my sister! ,ross
21244,  Give me that!,monica
21245," All right, wait! Just wait. Everybody just calm down. Okay? Let's give our friend Joey a chance to explain why he's such a big pervert!",phoebe
21246, No! I am not a pervert! Okay? It's just… I just… Kinda…,joey
21247," All right, look! Look. I think I can explain this.",chandler
21248, Thank you!,joey
21249, Joey's a s*x addict.,chandler
21250, What?!!  No I'm not!!,joey
21251, It's okay! It's good! It's good. It's a disease!,monica
21252, No! No! I am not a s*x addict!,joey
21253, Yes you are! That's the only way to explain all this stuff!,monica
21254," No it isn't! No, it's not. Because you can also explain it with the truth!",joey
21255," Well, what is the truth?",rachel
21256," Yeah, what's going on?",ross
21257, What's going on?,phoebe
21258,  I slept with Monica.,joey
21259, Well let's….let's see what everybody thinks of that?,chandler
21260, Oh no!,monica
21261, You slept with my sister?,ross
21262," Uh yes, but it was, we just did it once uh, in London.",joey
21263, This is not good for my rage. ,ross
21264," Monica, is this true?",rachel
21265, Of course it's true! How else would you explain all the weird stuff that's been going on?,joey
21266, Yes it's true.,monica
21267," Okay, but if it only happened that one time, how come we found your underwear in our apartment the other day?",rachel
21268, Ahh—oy! That was the underwear I was wearing that night in London. Right Monica?,joey
21269, I guess I wanted to keep it  as a souvenir.,monica
21270, My God Monica!!,ross
21271, Are you sure Joe? Are you sure you're not just a s*x addict?,chandler
21272," No! If anyone's a s*x addict here, it's Monica! Yeah. Yeah. She has been trying to get me back in the sack ever since London!",joey
21273, So that's why she gave you a naked picture of herself.,phoebe
21274, That makes sense!,joey
21275, And the video camera?,rachel
21276," Uhh, Monica?",joey
21277, I guess I set up the video camera to try and entice Joey.,monica
21278, But sadly I could not be enticed.,joey
21279, Unbelievable! I mean you really kept Joey's underwear?! Why? Why would you do that?!,ross
21280, I'm Monica. I'm disgusting. I stalk guys and keep their underpants.,monica
21281," Well, I think we've all learned something about who's disgusting and who's not. Eh? All right, now, I'm going to get back to my bucket. I'm only eating the skin, so the chicken's up for grabs. ",joey
21282," I really thought you making a good point. I mean y'know, until you got cut off.",phoebe
21283, I don't know! I didn't come with her!,phoebe
21284,  All right everybody! Everybody guess what? I just convinced Paul to give us a test next week!,monica
21285, Come on! Tests make us all better learners! Oh yeah!  We should have essay questions!!,monica
21286, What are you doing?,joey
21287," I...reorganized the fridge. See, bottom shelf: meats and dairy.  Middle shelf: fruits and vegetables.  And top shelf: expired products. ",ross
21288, Why are you doing this?,joey
21289," Because I am bored...Out of my mind. I’ve already been to the bank, post office, and the dry cleaners.",ross
21290," Dude, you just described seven days worth of stuff. You’ve got to spread it out a little, you know. Haven’t you ever been unemployed?",joey
21291," Hey, I am not unemployed. I’m on sabbatical!",ross
21292," Hey, don’t get religious on me, ok.  A guy in your position needs to be a little better at relaxing. You know. Why do you think we have the comfortable chairs? Huh...come here…sit down.  Ready?  Ahh!!  Ohh, yeah!! Huh?!",joey
21293," So what, we just sit?",ross
21294," Ohh, no, no. We’re not going to just sit.  Shhh. ",joey
21295,"  Hello, Chandler Bing.",chandler
21296,  Hello Mr. Bing...I love you.,joey
21297,"  Alright, whoever this is, stop calling me!  It’s been six months! It’s not funny!",chandler
21298," But, I love you.",joey
21299," Leave me alone! For the love of God, leave me alone!!! ",chandler
21300, And that’s Wednesday.  Ohh.,joey
21301," Hey you guys, guess what?",phoebe
21302, The British are coming?,chandler
21303," Ohh, you and your ways.  Since it’s Christmastime. I’m going to be one of those people collection donations.",phoebe
21304,"  Yeah, I already have my bell and later on...I get my bucket.",phoebe
21305, Ohh.,chandler
21306," Yeah, yeah, I’m going to be out there spreading joy to the people. I mean, last year, I spread a little joy but not really enough. So this year, I’m going to do the whole city.",phoebe
21307," You know, I knew a girl in high school who did that. She was very popular. ",monica
21308," So Pheebs, where are you doing all, your bell ringing?",joey
21309," Ohh, they gave me a great spot. Right by Macys. Yeah, they hardly ever give such a good spot to a rookie, but I’m the only one who can sing ""Merry Christmas"" in 25 languages.  I lied.",phoebe
21310," Oh my god. Ok you guys, there’s Danny. Watch. Just watch this.  See?! Still pretending he’s not interested. Ohh, he’s coming over. Just pretend like we don’t know him. We’ve forgotten who he is.",rachel
21311," Danny? You know Rachel? She’s nice. She’s not bad to look at, right?",monica
21312," Thanks, Mon.",rachel
21313, Do you want to go out on a date with her?,monica
21314, Monica!!!,rachel
21315, Friday’s perfect...She can’t wait.,monica
21316,  Okay. What the hell was that? You know what? Don’t answer me.  I have a date with Danny.,rachel
21317, How could I not get the part? The play was about a 29-year-old Italian actor from Queens.,joey
21318, She’s a woman!,joey
21319,"  Okay, is there anything else?",joey
21320," Happy Holidays. Feliz Navidad. Allo, and Merry Christmas.  Ohh thank you sir. Here's some joy. ",phoebe
21321,  Phoebe!,monica
21322, Hey!,phoebe
21323, I just wanted to see how it's going.,monica
21324," Well, it's going okay.",phoebe
21325,"  Well good, here let me help you out.",monica
21326," Oh, thanks!",phoebe
21327, Yeah!,monica
21328, Wow!,phoebe
21329, Is that a new Swede jacket? It looks really expensive.,phoebe
21330, Yeah. I guess. ,monica
21331, Just get your nails done?,phoebe
21332," Yes Phoebe, but this is all I have. Okay? ",monica
21333," Okay! Thanks! Happy Holidays, here's your joy. ",phoebe
21334, Thank you! And Happy Holidays.,phoebe
21335," Wait, you can't take the money out.",phoebe
21336," But, can't you leave the dollar? This money is for the poor.",phoebe
21337," Okay, Seasons Greetings and everything, but still…",phoebe
21338," Oh, I'm going to give him something else besides joy, just… ",phoebe
21339, That part was perfect for me! I can't believe I didn't get it!,joey
21340," I'm sorry, man. Hey, y'know what you should do? You should make something happen for yourself. Y'know, like-like write a play. Write a movie! Huh? I mean, what about those Good Will Hunting guys?",ross
21341," Come on Ross be realistic, y'know? If I did write something, what are the chances I could get those guys to star in it?",joey
21342," Wait a second, I could star in it!",joey
21343, Or that.,ross
21344," I can't write! Y'know I mean I-I-I'm an actor, I don't have the discipline that takes, y'know? I can't do it.",joey
21345," I'll help you. Yeah, I'll make up a schedule and make sure you stick to it. And plus, it'll give me something to do.",ross
21346, Really? You'd-you'd do that for me?!,joey
21347, Yeah!,ross
21348, Thanks!,joey
21349,"  All right, we'll start off slow. The only thing you have to do tonight is come up with the name of your main character.",ross
21350, Done!,joey
21351, And it can't be Joey.,ross
21352, It's not.,joey
21353, Or Joseph.,ross
21354,  Oh.,joey
21355," Hey, what's up?",monica
21356, I just saw Danny getting on the subway with a girl and he had his arm around her.,rachel
21357," Oh, honey, I'm sorry.",monica
21358," Well, you should be, this is all your fault! You meddled in our relationship!!",rachel
21359, You had no relationship!!,monica
21360," No, but I was doing my thing and everything was going according to the plan!",rachel
21361," Oh God, stop with the plan! So what, so what you saw him with a girl? Who cares?! That doesn't mean anything! Now look, you're going to go out on a date with Danny and you're going to be so charming he's gonna forget all about that stupid subway girl.",monica
21362," She was kinda stupid. You're right. All right, I'm just gonna go on the date. I'm gonna go on the date. That is the new plan.",rachel
21363," Come on, hurry!",monica
21364," Hey, how do you spell suspicious?",joey
21365, Why?,chandler
21366, Because I think this character is going to be suspicious about stuff.,joey
21367," Yes! Chandler Bing, 7! Chandler Bing, 0.",chandler
21368, You're driving me crazy with that!,joey
21369," Okay, I'll stop.",chandler
21370, Don’t stop! Move the bowl further away! Ross could make that shot!,joey
21371," Well, you suck! But at least you suck at a man's game now.",joey
21372, You wanna play?,chandler
21373," Chandler, I can't be playing games, Ross is gonna be home soon. And I have to write five whole pages if I'm gonna stick to his schedule.",joey
21374," Well, so, play for the next 30 minutes and then write until he gets home.",chandler
21375,"  All right! But uh, listen, what do you say we crank it up a notch?",joey
21376, I'm intrigued.,chandler
21377," All right, all we need is a little lighter fluid.",joey
21378," Okay, but be careful okay, because I wanna get our security deposit back.",chandler
21379," Yeah, I think we said good-bye to that when we invented hammer darts.",joey
21380, Do you even remember which part of the wall is not spackle?,chandler
21381," Uh yeah, right here. ",joey
21382," Thank you, Happy Holidays.",phoebe
21383," Now, that's trash. Young lady, you can't…  Hey! Stop that young lady, she donated trash!",phoebe
21384," Hey!!  The charity's on fire! Help!  Oh good! Thank you, I need that.  Whoa! What is that?!   It's nine o'clock in the morning!",phoebe
21385," All right.  A room. A man enters, he looks suspicious.  That's it?  Joey, you're supposed to have five pages done by now! Including an exciting incident!  And what is, and what is all this?!  The official rulebook of Fireball.",ross
21386," Yeah, that's the uh, game we were playing.",joey
21387,"  Oh yeah, it's great! See you take a tennis ball, a bowl, and some lighter fluid—Op! Op! ",chandler
21388, This is helping your career?! Huh? I thought you wanted to be an actor not the creator of crazy lawsuit game!,ross
21389," You're right, you're right, I'll get back to work.",joey
21390,"  And shame on you! You should know better, Joey needs to work.  Now come on!",ross
21391, Hey!,joey
21392, No! Ah-ah-ah-ah-ah! You can have this back when the five pages are done!  Ahh! ,ross
21393, So did I. I'm really glad Monica asked us out.,rachel
21394, You're sister? You're sister's asleep on the couch?  Ohhh! I saw her with you on the subway and now she's asleep on the couch!,rachel
21395, Hi!,rachel
21396,"  Uh, it was very nice meeting you. ",rachel
21397," Nobody! Nobody respects the bucket! You wouldn't believe what people put in here! Look!  Okay, does this look like a garbage can to you?",phoebe
21398, No.,monica
21399, Does it look like an ashtray?,phoebe
21400, No.,monica
21401, Does it look like a urinal?,phoebe
21402, Eww!! ,monica
21403," So Pheebs, are you gonna go back out there or what?",ross
21404," Well, yeah! But I'm not gonna take anymore crap. Okay? No more Mrs. Nice Bucket!",phoebe
